N_surface,S_100,S_111,S_110,S_311,Avg_surf,q6q6_avg_surf,target
720,0,470,111,0,8.6944,7.8833,-6650.5059
678,0,499,123,1,8.6711,8.354,-6667.4781
612,63,312,58,25,8.4967,7.7892,-6695.8177
674,16,90,231,3,8.5682,7.4763,-6667.3321
680,16,85,242,7,8.5559,7.6985,-6700.8205
632,40,349,85,26,8.557,7.9699,-6744.2074
660,13,63,109,39,8.4515,7.0242,-6714.7973
694,0,226,272,2,8.6585,8.2594,-6728.1035
632,39,369,69,21,8.557,7.9035,-6751.8221
636,59,287,160,11,8.4906,8.3522,-6787.8476
697,0,106,304,7,8.5725,7.9096,-6809.6086
608,166,222,15,64,8.227,7.9852,-6900.1968
709,0,134,276,7,8.6051,7.7772,-6918.2962
647,51,362,44,27,8.507,7.9614,-6984.9601
675,10,101,81,47,8.4089,7.52,-6973.0258
636,66,379,39,35,8.4764,8.2107,-7010.3189
675,28,119,124,12,8.4756,7.757,-6986.1315
697,2,162,209,12,8.5495,7.8981,-6993.6891
688,20,60,124,45,8.4201,7.3474,-6980.8485
674,11,92,91,43,8.411,7.365,-6988.2565
627,90,287,50,29,8.4003,7.6603,-7050.9705
667,31,370,53,20,8.5532,7.5547,-7054.9793
672,11,419,106,15,8.6473,7.9836,-7069.6792
702,0,481,113,9,8.6766,8.1553,-7264.3035
656,99,52,140,20,8.3262,6.8704,-7049.118
726,0,141,214,19,8.573,7.7782,-7065.3044
672,22,83,74,49,8.3869,7.2917,-7092.1044
716,0,171,215,10,8.5768,7.7765,-7104.0711
666,125,192,60,22,8.3243,7.0315,-7096.883
727,0,128,253,8,8.5818,7.8432,-7090.132
657,34,385,87,21,8.5282,8.0472,-7164.8694
651,59,289,64,28,8.4946,7.4992,-7151.3856
668,109,71,150,22,8.3308,7.4746,-7141.8751
675,22,97,87,75,8.3867,7.6874,-7195.5756
674,25,101,73,52,8.4036,7.6736,-7218.8724
702,0,469,123,7,8.6538,8.161,-7251.1816
717,0,143,149,20,8.53,7.4812,-7266.1755
696,3,176,105,31,8.5115,7.8075,-7279.9523
697,12,441,65,17,8.6126,7.9742,-7430.3314
692,18,446,92,18,8.6474,8.065,-7454.6338
657,87,316,68,35,8.4688,7.93,-7464.0535
704,1,279,89,9,8.6705,6.1634,-7435.9641
642,0,425,73,0,8.69,7.447,-7490.1677
758,0,287,270,5,8.6636,8.2348,-7487.4495
731,0,354,301,1,8.6785,8.4213,-7516.7585
737,5,190,290,13,8.5929,7.9552,-7524.7878
712,24,458,52,31,8.5885,8.0379,-7610.6111
717,3,495,126,3,8.7099,8.304,-7619.4742
739,3,380,225,7,8.6401,8.111,-7631.6523
727,7,456,70,20,8.6451,7.7923,-7665.9615
737,0,512,94,22,8.6649,8.2917,-7689.7205
732,0,498,148,0,8.6872,8.2104,-7694.9772
727,53,115,328,3,8.5131,7.9023,-7744.491
719,13,238,106,39,8.5104,7.8957,-7803.1579
673,111,305,49,35,8.4398,7.7816,-7857.2858
672,190,120,59,17,8.2307,7.1994,-7853.5748
748,19,221,361,0,8.5936,8.1711,-7892.1731
733,15,543,90,12,8.6371,8.4857,-7928.6222
743,2,246,134,22,8.5868,7.8869,-7904.6132
702,67,137,90,46,8.4145,7.7892,-7909.7769
710,175,130,65,30,8.2958,6.6676,-7902.3199
763,0,528,65,27,8.671,8.1599,-7937.5015
679,167,128,54,16,8.2798,6.7202,-7935.3294
748,0,151,119,35,8.5134,7.6524,-7942.8868
697,83,359,59,33,8.4634,7.7317,-7981.4638
733,1,99,82,69,8.4529,7.442,-7959.3844
701,81,297,72,21,8.4722,7.3338,-7990.4621
708,48,403,94,24,8.5847,8.0254,-8007.7794
750,90,364,16,63,8.4,7.5613,-7982.5985
751,57,97,229,9,8.51,7.5033,-8021.6362
797,0,219,319,9,8.6412,7.9498,-8042.1341
777,0,554,45,23,8.6654,8.1956,-8057.132
718,55,371,52,29,8.5195,7.2925,-8074.2951
773,7,67,141,38,8.4994,7.2536,-8083.1807
727,33,460,82,18,8.608,7.9821,-8138.0235
781,0,609,125,0,8.7542,8.5544,-8198.6619
786,0,616,149,0,8.7163,8.5992,-8229.1297
847,0,574,121,0,8.7155,8.0035,-8329.476
747,24,479,114,14,8.6332,8.1486,-8391.2429
928,0,580,117,5,8.7058,7.7791,-8335.3306
763,10,516,92,15,8.6697,8.1625,-8412.1737
753,204,99,88,23,8.255,6.7065,-8435.7488
806,0,277,243,11,8.6241,8.1849,-8460.1333
771,1,181,101,34,8.5292,7.7899,-8468.1501
775,0,183,99,38,8.5342,7.7923,-8480.4392
793,3,174,124,51,8.5044,7.9798,-8515.3161
788,0,548,131,3,8.7107,8.217,-8561.6282
752,46,458,77,25,8.5864,7.9535,-8583.762
825,1,154,381,2,8.6303,8.2897,-8569.9458
751,90,147,94,12,8.4687,6.4248,-8537.5134
749,77,123,56,74,8.3872,7.6021,-8567.8781
778,6,529,118,6,8.6774,8.0938,-8610.4607
810,22,92,348,9,8.5444,7.8383,-8575.3989
732,73,399,77,31,8.5096,7.9454,-8647.641
840,1,164,382,10,8.6548,8.0881,-8661.0661
797,0,558,150,4,8.7051,8.3262,-8723.6071
780,60,171,108,5,8.5744,6.1782,-8729.9311
732,126,287,98,27,8.3839,8.0178,-8775.7362
754,72,479,50,37,8.5464,8.2215,-8792.5716
780,6,106,72,102,8.4615,7.3154,-8756.445
767,64,459,42,31,8.5515,8.0326,-8820.5769
852,1,115,330,13,8.6045,7.7383,-8840.7304
795,32,247,110,6,8.6164,6.2931,-8836.4802
787,43,460,74,30,8.5794,7.7548,-8890.1451
783,66,87,157,36,8.4419,7.4483,-8861.5923
733,168,331,20,40,8.3629,7.94,-8915.9233
858,0,118,348,20,8.6119,8.0117,-8886.199
797,20,542,86,22,8.6524,8.1568,-8968.9934
805,27,214,110,10,8.6199,5.9578,-8918.984
747,108,371,50,28,8.4752,7.8072,-8990.0949
859,2,141,310,17,8.6088,7.6193,-8956.6055
852,0,139,295,16,8.5669,8.0188,-8971.5015
800,28,144,103,28,8.4575,7.6875,-9028.0469
774,83,381,62,21,8.5039,7.531,-9094.6681
839,0,205,259,9,8.6186,7.9571,-9107.7365
834,12,50,173,43,8.4568,7.4388,-9150.3516
809,118,112,188,19,8.3956,7.6761,-9321.3963
848,19,649,100,12,8.671,8.5271,-9702.3209
902,0,707,145,1,8.7384,8.5089,-10001.305
799,2,250,335,4,8.6733,8.2691,-8282.3483
875,7,119,83,99,8.4754,7.5726,-10442.559
817,269,220,22,55,8.2375,7.6377,-10472.714
1120,0,733,124,4,8.7321,7.9214,-10635.583
1000,0,140,468,7,8.667,8.114,-10972.9
864,176,449,31,52,8.4167,8.1586,-11182.028
1005,0,192,384,17,8.6428,8.1851,-11157.764
918,177,170,143,6,8.4357,6.7233,-11520.251
972,22,757,108,23,8.6872,8.5617,-11728.034
970,113,129,289,11,8.4701,7.7515,-11803.27
1026,0,821,167,0,8.7583,8.5614,-12028.812
994,14,109,135,60,8.5141,7.4869,-11996.25
971,283,76,117,27,8.2544,6.9506,-12130.597
991,22,97,87,134,8.4501,7.4369,-12365.519
1024,269,71,115,16,8.2959,6.4619,-12501.619
960,277,356,9,64,8.3156,8.026,-13308.155
1150,0,178,552,13,8.693,8.16,-13347.966
1326,0,935,159,0,8.779,8.0256,-13328.062
1050,12,114,95,136,8.4619,7.4429,-13421.035
1092,24,45,214,52,8.4698,7.4963,-13412.676
1177,0,166,488,8,8.6933,7.9507,-13624.115
1004,185,581,40,57,8.4731,8.3386,-13732.113
1104,22,880,121,14,8.7002,8.5915,-13995.535
1158,0,927,181,1,8.7936,8.6822,-14299.955
1098,16,172,89,130,8.4982,7.8406,-14517.662
1152,118,77,430,13,8.5503,7.8194,-14637.87
1176,16,100,160,73,8.5119,7.4218,-15178.089
1148,71,840,84,19,8.6568,8.4599,-15632.215
1152,30,136,78,170,8.4575,7.7274,-15671.624
1159,369,137,155,15,8.2968,7.0958,-15959.656
1304,0,225,671,5,8.7485,8.2308,-16011.074
1535,0,1121,160,4,8.8098,8.2241,-16425.519
1244,15,1009,137,9,8.7468,8.6423,-16540.124
1332,1,189,558,23,8.7117,8.0931,-16471.925
1153,165,712,52,53,8.5525,8.3287,-16572.182
1235,187,87,453,13,8.4907,7.7911,-16503.877
1298,0,1058,193,3,8.8105,8.7011,-16833.35
1229,5,127,97,172,8.4491,7.7404,-16899.049
1267,391,70,121,30,8.2612,6.8816,-16939.332
1294,13,84,223,75,8.5209,7.3756,-16986.607
1289,7,93,110,208,8.4818,7.5043,-18144.14
1296,71,977,97,30,8.7022,8.5733,-18462.04
1217,445,350,13,69,8.2654,7.8496,-18696.319
1378,17,94,254,88,8.5327,7.5864,-18818.902
1468,0,269,729,4,8.7854,8.2759,-18996.7
1392,15,1141,139,15,8.7601,8.5474,-19363.269
1352,29,125,106,198,8.4822,7.5496,-19501.082
1446,0,1207,208,0,8.816,8.7324,-19675.15
1520,3,194,709,19,8.7092,8.1,-19690.82
1516,0,171,659,20,8.7157,8.0838,-19699.19
1762,1,1304,170,4,8.8263,8.2304,-19981.142
1422,179,81,559,27,8.552,7.6392,-20107.34
1411,19,182,85,244,8.4975,7.7151,-20919.557
1400,524,135,113,22,8.2371,7.215,-21317.896
1453,68,1110,111,26,8.6965,8.5664,-21596.312
1522,473,98,149,28,8.3443,6.7884,-22329.039
1480,15,149,98,254,8.4912,7.7514,-22394.302
1548,20,1277,157,18,8.7745,8.6641,-22494.495
1602,0,1350,213,0,8.8252,8.7016,-22801.503
1394,489,519,14,72,8.3242,8.1176,-22813.435
1586,27,130,247,82,8.5366,7.6438,-23249.021
1720,5,173,850,14,8.7401,8.1802,-23260.586
1719,0,222,799,18,8.7522,8.2257,-23314.657
1452,278,800,45,64,8.5131,8.2417,-23652.622
1561,26,115,114,262,8.4843,7.6829,-23899.923
2017,0,1540,177,7,8.8215,8.3376,-24026.601
1617,75,1271,121,34,8.7446,8.5795,-25030.915
1714,16,47,323,71,8.5438,7.4265,-25459.879
1639,3,127,141,305,8.4954,7.7401,-25515.026
1712,17,1428,167,12,8.7909,8.656,-25939.329
1766,0,1492,233,1,8.8437,8.7548,-26255.906
1603,698,233,82,54,8.2277,7.4598,-26704.07
1716,291,70,626,32,8.5233,7.8019,-26716.087
1709,7,148,132,313,8.4933,7.7057,-27214.952
1924,3,180,1009,16,8.763,8.1481,-27236.044
1919,1,221,935,30,8.766,8.1688,-27315.291
1632,325,974,55,62,8.5343,8.3885,-27776.153
1823,20,98,234,101,8.5442,7.5343,-28162.761
2283,0,1780,232,4,8.8673,8.424,-28567.247
1788,79,1419,132,34,8.7584,8.6051,-28799.904
1799,682,96,139,37,8.2674,6.8432,-28729.816
1765,24,189,91,369,8.4895,7.7677,-28982.961
1938,0,1654,235,0,8.8576,8.7286,-30012.774
1696,690,514,10,88,8.273,7.9847,-30346.423
1850,7,148,144,366,8.5065,7.7957,-30796.589
1946,32,102,300,100,8.5257,7.5144,-30891.11
2135,1,186,1163,6,8.793,8.1232,-31615.898
1949,305,96,846,12,8.5511,8.1252,-31654.75
2167,0,171,1210,18,8.7928,8.2658,-31786.042
1820,302,1151,64,60,8.6071,8.433,-32260.622
1932,9,143,120,349,8.5238,7.8665,-32668.264
1968,72,1587,146,24,8.7708,8.6341,-32934.083
2064,23,79,386,101,8.5712,7.595,-33578.009
2563,0,2032,251,2,8.8822,8.4483,-33653.655
2118,0,1823,248,0,8.8607,8.7573,-34148.722
1918,822,230,113,43,8.2544,7.2404,-34243.718
2018,19,148,129,387,8.5327,7.6754,-34644.553
1908,675,721,25,96,8.3674,8.1279,-36003.71
2098,913,71,134,27,8.2431,6.9009,-36270.655
2366,1,228,1417,7,8.8187,8.3318,-36405.942
2098,7,167,118,391,8.5067,7.6001,-36730.068
2372,0,190,1274,29,8.7997,8.2205,-36728.455
2156,82,1773,154,26,8.7764,8.6475,-37393.856
2306,0,1988,256,0,8.8825,8.7511,-38618.627
2855,0,2280,240,5,8.8799,8.4701,-39295.48
2335,15,129,359,129,8.5923,7.5563,-40010.215
2298,407,95,968,17,8.5753,7.9848,-40470.149
2252,28,191,162,437,8.54,7.8375,-41066.092
2571,0,268,1420,25,8.8331,8.2431,-41669.911
2611,1,197,1399,23,8.8062,8.1972,-42113.187
2352,79,1941,168,26,8.7963,8.6935,-42254.86
2192,457,1269,49,59,8.5648,8.3495,-43055.114
2249,1060,234,107,53,8.2094,7.3797,-43013.54
2462,18,52,416,115,8.5556,7.6121,-43220.638
2347,9,168,136,506,8.5317,7.9237,-43360.125
2502,0,2173,274,2,8.8889,8.7714,-43488.034
2424,1068,97,160,18,8.2566,7.0318,-45049.545
3174,0,2584,265,4,8.8992,8.5145,-45562.131
2257,931,722,17,126,8.3075,8.058,-46079.186
2607,28,126,356,134,8.5949,7.6049,-46991.97
2879,0,261,1648,28,8.8308,8.3414,-48047.682
2531,34,163,194,438,8.5484,7.819,-48226.553
2706,0,2367,283,0,8.8891,8.8333,-48729.233
2412,495,1474,70,92,8.5883,8.4221,-49131.721
2767,19,118,399,148,8.5779,7.6473,-50788.47
2624,188,2069,142,43,8.7736,8.6456,-51271.349
589,0,125,82,6,8.657,3.9321,-5965.0698
616,2,117,72,8,8.5357,3.2549,-6118.9461
1278,4,176,153,32,8.5743,5.802,-17206.664
1850,16,188,266,24,8.6292,5.1611,-27109.556
2372,17,213,263,46,8.6037,5.2559,-40478.559
2611,23,355,377,64,8.7005,6.5852,-50315.815
2670,32,366,404,92,8.6745,6.7472,-52378.374
2695,40,405,411,103,8.6779,6.9065,-53056.001
2709,26,381,441,111,8.6907,7.0384,-53394.135
2723,25,367,442,103,8.6911,6.9221,-53602.15
569,0,81,80,5,8.7047,2.3005,-5624.9935
580,0,52,62,5,8.5517,1.8776,-5698.0077
1249,15,91,132,31,8.4764,5.4756,-16092.219
1796,11,171,185,42,8.5017,4.3831,-24516.242
2341,20,211,242,57,8.5276,5.0679,-36925.852
2687,27,262,330,70,8.5902,5.4659,-46640.93
2584,46,296,287,78,8.6393,6.0062,-49665.314
2601,35,292,298,84,8.634,6.0169,-51125.76
2642,49,271,348,98,8.6813,6.3452,-51831.484
2648,55,294,332,89,8.6658,6.3146,-52244.599
552,1,71,80,5,8.6413,1.692,-5294.9328
547,1,58,55,4,8.6051,1.7038,-5340.784
1030,6,102,166,22,8.5825,4.7951,-11663.737
1407,20,170,189,33,8.457,5.3369,-16192.562
1826,38,171,224,45,8.5022,5.2349,-23660.908
2179,32,268,250,51,8.5782,5.7962,-31971.938
2610,24,322,288,74,8.5605,5.9238,-40798.019
2613,47,360,280,90,8.5576,6.3831,-46470.996
2640,51,360,286,117,8.5527,6.7136,-49427.281
2660,49,378,305,120,8.5925,6.7801,-50776.481
511,0,38,55,1,8.5186,1.5088,-4734.1478
509,0,39,69,4,8.6149,1.3595,-4783.9071
820,1,109,111,9,8.6195,3.9134,-8924.8748
1065,4,135,150,10,8.616,4.2207,-12346.728
1308,3,165,201,18,8.7011,4.6353,-16408.156
1859,6,193,227,38,8.6665,4.1684,-24574.47
2011,20,290,285,29,8.6793,5.1074,-29495.397
2341,18,329,276,38,8.6702,4.9231,-36679.267
2453,22,312,324,53,8.7081,5.5789,-41528.371
2610,30,302,324,70,8.692,5.4805,-46571.217
456,0,13,42,5,8.4583,0.6535,-3928.5743
465,1,21,52,5,8.5398,0.8688,-4015.8646
724,0,112,124,4,8.6616,3.0635,-7198.7595
877,6,133,148,10,8.577,4.2725,-9213.3929
1211,4,153,166,21,8.5855,3.9678,-13340.277
1367,4,197,184,18,8.6474,4.5611,-16448.882
1722,3,224,261,23,8.651,4.3554,-21698.9
1884,4,260,261,31,8.6592,4.7925,-26150.727
2348,15,305,313,34,8.6218,4.5345,-32799.789
2384,14,306,324,49,8.7018,5.1007,-37166.055
402,0,23,54,2,8.4851,0.7488,-3278.0588
399,0,26,49,2,8.5514,0.7719,-3338.8619
567,0,79,76,6,8.6261,2.6772,-5311.3446
695,0,144,99,8,8.6849,3.7741,-6893.6561
945,2,173,164,9,8.6677,5.0011,-9765.2596
1139,8,150,153,19,8.6462,4.3055,-13098.501
1477,9,175,229,28,8.6696,4.6974,-17756.715
1583,8,249,235,30,8.65,6.1383,-20613.512
1877,5,291,276,42,8.7251,5.4582,-25888.569
2094,15,286,244,36,8.7011,5.3968,-30602.342
357,0,18,48,4,8.409,0.8515,-2672.0029
351,0,30,47,2,8.5527,1.4644,-2703.8297
508,0,47,82,3,8.5394,1.9193,-4405.943
633,6,109,112,14,8.5577,4.891,-5834.54
790,2,132,116,12,8.6139,4.7392,-7767.548
1004,9,164,151,18,8.4641,5.3516,-9909.4046
1225,11,182,164,44,8.502,5.1771,-12733.57
1418,15,201,184,38,8.5205,5.6904,-16016.269
1575,14,246,237,47,8.5225,5.9092,-18447.685
2079,14,302,266,61,8.5772,5.4343,-24063.593
299,0,9,39,1,8.3712,1.0134,-2089.8712
294,0,27,68,2,8.5714,1.3333,-2116.5514
505,2,85,74,2,8.495,3.2673,-3898.3575
500,3,109,64,10,8.47,6.024,-4433.7807
735,1,128,104,14,8.5891,4.5864,-6673.5475
934,3,164,127,20,8.5985,5.136,-9095.6442
992,8,170,146,16,8.5786,5.4093,-10167.175
1194,8,185,184,35,8.6231,5.4062,-12588.585
1383,12,181,212,22,8.6052,5.6103,-15453.016
1898,19,354,269,52,8.6022,5.6681,-20804.563
315,0,9,46,2,8.2635,0.5619,-1920.8176
301,1,13,33,1,8.2558,0.5781,-1961.4329
439,1,37,79,4,8.5216,1.5923,-3394.5085
459,1,112,84,5,8.5773,4.8649,-4063.0437
584,2,94,70,3,8.5548,4.0908,-5278.5365
700,21,80,99,25,8.4,5.0543,-6449.5274
768,12,103,93,22,8.4674,5.1263,-7423.7566
1429,13,226,189,36,8.5262,4.9776,-14023.783
1364,11,231,198,31,8.5953,5.6349,-15566.664
1538,11,266,210,40,8.6073,5.3849,-17876.301
243,0,13,26,2,8.177,0.9218,-1442.9419
238,0,10,30,0,8.2983,0.542,-1459.3859
341,0,50,54,1,8.4545,2.8944,-2487.971
403,0,76,74,4,8.4963,4.6849,-3230.5017
579,4,120,76,11,8.506,5.2763,-5196.0265
672,4,136,89,13,8.4717,5.9048,-6273.3725
746,7,139,115,14,8.5416,5.3552,-7027.6329
1056,9,170,136,17,8.6222,4.6411,-10522.674
1158,12,205,137,30,8.5337,6.038,-12193.81
1298,19,245,135,32,8.5216,6.1094,-14444.218
585,2,116,123,6,8.7094,5.0103,-5936.0339
606,4,72,83,5,8.5182,3.7327,-6067.6722
1274,8,124,171,22,8.6303,4.5597,-17176.677
1860,15,187,194,38,8.5683,5.0747,-27471.593
2411,10,223,251,34,8.6474,4.7308,-40777.802
2603,17,322,384,45,8.7315,6.1068,-49945.923
2640,29,344,402,55,8.7246,6.5682,-51588.694
2672,34,356,464,83,8.7156,6.5124,-52447.426
2693,37,333,432,68,8.7271,6.6736,-52959.351
2693,41,347,442,69,8.7204,6.6483,-53309.556
570,1,66,62,2,8.6965,1.3912,-5600.8878
575,0,46,57,4,8.5496,1.2157,-5701.7672
1206,0,111,133,19,8.6766,2.432,-16117.102
1772,11,152,184,31,8.5858,4.3595,-24588.305
2310,13,294,264,48,8.5481,5.484,-36887.719
2556,29,378,312,68,8.5826,6.3263,-46471.626
2604,53,405,327,81,8.6302,6.6893,-49682.025
2651,53,441,364,107,8.6484,7.0339,-51086.887
2654,52,421,365,108,8.6684,6.9567,-51743.544
2663,80,441,352,105,8.662,7.0541,-52231.516
543,0,40,79,3,8.6851,1.0295,-5246.943
548,0,37,64,0,8.615,0.9471,-5297.851
948,0,73,102,13,8.6319,1.6203,-11326.775
1322,11,175,167,24,8.5303,4.9871,-16146.196
1913,10,179,233,36,8.5342,4.3868,-24892.749
2220,26,203,213,53,8.5108,5.3991,-33011.626
2426,22,265,263,69,8.5598,5.5771,-40092.656
2556,48,342,302,73,8.5653,6.252,-46336.716
2625,27,370,361,108,8.627,6.5406,-49213.327
2681,40,381,362,104,8.6356,6.473,-50737.925
522,0,24,64,1,8.5536,0.6954,-4806.3845
520,0,28,60,3,8.5115,0.8942,-4847.5017
827,7,114,93,12,8.5526,4.4946,-9135.2123
1014,6,143,103,43,8.5178,5.501,-11694.151
1493,17,149,185,29,8.5137,4.6048,-17729.753
1825,5,236,209,44,8.5551,4.8915,-23335.159
2017,9,269,227,32,8.6207,5.5087,-28709.212
2350,15,338,257,50,8.6328,5.3557,-35764.492
2560,18,378,297,72,8.6395,5.6914,-41939.229
2608,35,387,299,62,8.6561,5.8811,-45785.373
446,0,33,46,3,8.4036,1.3655,-3819.375
445,0,32,46,2,8.5169,1.2697,-3873.4968
740,1,125,79,15,8.5176,5.1919,-7305.6023
893,8,128,108,22,8.5733,5.2228,-9512.8343
1193,14,140,155,27,8.57,5.1534,-13273.724
1644,9,228,214,36,8.5535,5.1533,-18789.315
1907,23,254,224,50,8.5107,5.4027,-23455.265
2072,16,275,203,66,8.5396,5.6395,-28360.224
2278,19,339,256,58,8.5593,5.9258,-33422.052
2429,28,327,271,61,8.5529,6.0128,-37943.34
404,0,7,40,2,8.3564,0.6262,-3248.3617
398,0,22,54,0,8.4824,0.7889,-3292.1457
624,0,67,98,8,8.5224,3.1859,-5852.2565
710,1,145,96,14,8.6423,4.9282,-7299.6814
1135,3,143,146,14,8.6159,3.6529,-11663.48
1227,6,153,156,22,8.6015,4.7677,-14507.823
1476,19,177,152,25,8.5522,4.8096,-18371.256
1779,18,227,218,51,8.502,5.3491,-22206.295
1927,25,293,207,53,8.5309,5.9227,-25872.331
2358,21,359,316,55,8.553,5.7413,-31310.867
370,0,10,44,2,8.3216,0.7054,-2618.5463
367,1,13,43,2,8.4251,0.594,-2685.1893
535,0,82,76,5,8.5626,3.514,-4606.7778
684,9,89,104,17,8.5263,5.1272,-6550.0932
765,12,107,95,23,8.5033,5.2745,-7843.2304
930,27,138,117,29,8.4269,5.6269,-9780.0587
1071,12,126,110,32,8.5247,5.493,-11569.02
1378,14,172,172,39,8.5566,5.0682,-15937.146
1834,19,237,228,43,8.5752,5.3942,-21679.739
2021,9,270,221,54,8.5077,5.5294,-25466.613
291,0,15,32,0,8.4502,1.0069,-2070.0838
289,0,28,36,0,8.4429,1.2388,-2108.3322
434,0,64,47,4,8.4954,2.4793,-3712.6058
508,4,107,88,7,8.5906,4.6791,-4683.4911
623,4,143,111,10,8.6549,5.6324,-5938.4817
678,4,155,95,15,8.6003,5.7655,-6861.1105
766,5,155,94,15,8.5888,5.3681,-7737.8473
1030,15,153,133,21,8.533,4.9029,-10624.448
1398,4,238,203,37,8.5959,5.2954,-15131.539
1679,13,300,232,33,8.5432,5.8952,-17835.986
319,0,8,41,2,8.1348,0.5486,-1960.7417
300,0,17,36,0,8.2833,0.62,-2034.4943
400,0,52,60,2,8.5225,2.465,-3266.6653
436,1,119,84,4,8.6537,4.3647,-3761.4202
549,0,134,85,4,8.6011,4.0783,-5129.5304
733,4,125,97,21,8.6003,4.7435,-6950.6949
782,5,156,104,12,8.523,5.0997,-7762.3575
1129,3,182,149,27,8.5757,4.5872,-11449.397
1297,11,188,156,30,8.5436,4.5305,-13649.129
1311,4,162,172,17,8.5934,4.8741,-15548.62
266,0,7,39,1,8.3008,0.5714,-1717.7595
254,0,29,38,1,8.3583,1.1181,-1753.2167
370,0,49,46,3,8.4838,2.0324,-2910.6955
456,0,70,59,3,8.4298,3.2588,-3625.0354
515,1,121,77,7,8.5825,4.2233,-4647.0577
622,5,170,89,12,8.5916,5.2974,-5862.7031
722,7,173,92,11,8.597,5.3199,-7013.056
970,6,190,141,5,8.5598,3.9588,-9322.0627
1392,6,265,174,28,8.6149,4.4626,-13890.686
1446,4,274,194,24,8.6355,5.0871,-16180.969
588,0,121,72,6,8.6582,2.6156,-6005.0533
619,1,60,61,0,8.4669,1.7625,-6143.1436
1258,5,227,152,25,8.6407,4.5874,-17357.366
1854,5,205,227,21,8.6187,4.6079,-27126.165
2405,12,231,238,37,8.5514,4.2237,-39987.186
2613,15,397,372,67,8.6958,6.0452,-50264.394
2637,20,473,360,74,8.7213,6.1498,-51743.832
2662,27,478,362,81,8.7254,6.2821,-52456.741
2665,23,467,380,90,8.7471,6.436,-52815.191
2671,22,472,418,79,8.7439,6.5316,-53107.153
573,0,59,62,1,8.5393,1.3194,-5636.1483
586,2,42,67,2,8.5051,1.2457,-5723.8714
1195,1,134,136,9,8.6594,2.1155,-15616.362
1771,9,204,191,39,8.4963,4.6731,-23906.301
2316,23,305,242,58,8.5816,5.6382,-37306.325
2538,42,323,276,68,8.5954,5.9689,-46352.944
2614,31,349,338,62,8.627,6.578,-49644.731
2658,27,343,364,92,8.6817,6.4263,-51220.307
2671,47,383,416,93,8.681,6.7675,-51750.379
2682,52,390,396,94,8.6715,6.8553,-52090.629
543,0,52,64,2,8.6206,1.4751,-5244.2416
540,1,66,42,3,8.5111,1.4889,-5282.9691
996,2,101,131,7,8.5894,3.7369,-11422.272
1370,5,143,179,24,8.5562,3.9387,-16491.801
1701,19,180,201,31,8.6079,4.0212,-23014.095
2157,16,256,218,48,8.6245,4.5814,-33406.707
2368,29,295,260,45,8.6208,4.8716,-39953.438
2469,10,311,317,53,8.6622,5.1357,-45466.227
2573,32,347,324,55,8.6953,5.4613,-49006.783
2593,32,364,308,55,8.7146,5.5989,-50348.505
505,0,27,54,8,8.4792,0.8436,-4651.2492
509,0,24,70,2,8.5815,0.6974,-4710.5416
887,5,88,108,13,8.5524,3.4498,-9270.7432
1053,28,134,120,31,8.4853,5.2858,-12112.342
1378,14,167,146,34,8.5392,4.7148,-16688.584
1944,10,225,212,29,8.5494,4.5195,-24786.233
2069,16,252,233,53,8.637,5.0164,-29037.46
2413,26,299,288,34,8.5814,4.9494,-35752.703
2516,21,370,286,69,8.6073,5.4519,-41871.175
2558,39,366,253,64,8.6231,5.9171,-45800.155
446,0,21,51,5,8.4193,0.6502,-3881.8387
473,0,17,65,4,8.4249,0.7653,-3986.2705
678,0,58,63,3,8.5767,1.0133,-6932.9405
873,1,139,120,11,8.5464,4.047,-9290.1598
1216,1,178,176,13,8.6012,4.2985,-12930.496
1469,23,206,175,31,8.5017,5.7651,-18031.363
1702,12,252,199,45,8.5264,5.2315,-21861.201
2051,14,309,228,58,8.5836,5.2126,-27797.926
2277,17,305,235,55,8.5837,5.4023,-33206.921
2472,14,384,292,61,8.6521,5.587,-38628.549
399,0,20,44,1,8.3534,0.9699,-3271.9455
402,0,23,36,1,8.5149,0.7662,-3338.8647
557,0,91,58,9,8.4955,3.2783,-5206.6805
708,2,138,120,12,8.6568,5.3277,-7282.7046
1070,4,109,126,24,8.4561,4.285,-11137.481
1272,4,169,172,23,8.5464,5.0307,-14293.13
1609,5,178,230,38,8.542,4.7315,-18236.865
1729,7,202,195,45,8.5263,5.2227,-21802.36
1881,6,258,242,47,8.5986,5.8421,-25068.601
2166,9,312,249,53,8.632,5.4709,-30552.723
340,0,7,37,0,8.3206,0.4441,-2591.2199
342,0,14,42,1,8.3129,0.6433,-2648.0256
519,1,48,54,3,8.5723,1.5723,-4787.7822
635,2,138,87,5,8.6472,4.6016,-6248.2844
731,1,154,124,14,8.658,5.0999,-7487.1689
827,2,150,114,10,8.6481,4.9033,-8943.0874
964,5,171,137,10,8.6639,5.3102,-10992.28
1433,12,194,179,24,8.5925,4.5394,-17007.987
1651,21,262,223,38,8.5893,5.2598,-19828.003
1930,21,273,259,37,8.6197,4.999,-24573.648
345,0,11,37,4,8.1971,0.3942,-2107.0413
325,0,18,55,2,8.4831,0.7262,-2169.8972
428,0,76,49,6,8.486,3.3621,-3642.9311
576,3,118,80,7,8.5486,4.6406,-5406.9014
732,2,129,120,13,8.6202,4.2678,-7102.0095
